id,format,category,subcategory,difficulty,title,body,code_snippet,code_language,options,correct_answer,hint_1,hint_2,explanation,explanation_code,reference_url,is_active,times_served,times_correct,created_at
f2a1efd7-d259-4665-ae7a-f0ff185b379a,true_false,typescript,basic_types,3,"TypeScript에서 interface는 extends로 확장하고, type은 확장할 수 없다.",,null,typescript,null,false,type alias도 확장하는 방법이 있습니다.,type은 인터섹션(&) 연산자를 사용하여 확장할 수 있습니다.,"interface는 extends로, type은 인터섹션(&)으로 확장할 수 있습니다. 둘 다 확장이 가능하며 방법만 다릅니다.","interface Animal { name: string; }
interface Dog extends Animal { breed: string; }

type AnimalType = { name: string };
type DogType = AnimalType & { breed: string };",https://www.typescriptlang.org/docs/handbook/2/everyday-types.html#differences-between-type-aliases-and-interfaces,true,0,0,2026-02-23 06:46:08.851578+00
f8e16f2c-36e0-4c8e-8555-e3aeae311733,multiple_choice,react,jsx,4,React에서 key prop이 중요한 이유로 가장 적절한 것은?,,items.map(item => <ListItem key={item.id} data={item} />),javascript,"[{""id"":""a"",""text"":""key가 없으면 컴파일 에러가 발생한다"",""isCorrect"":false},{""id"":""b"",""text"":""key를 통해 React가 어떤 요소가 변경, 추가, 삭제되었는지 효율적으로 식별한다"",""isCorrect"":true},{""id"":""c"",""text"":""key는 CSS 스타일 적용 순서를 결정한다"",""isCorrect"":false},{""id"":""d"",""text"":""key는 서버 사이드 렌더링에서만 필요하다"",""isCorrect"":false}]",b,React의 재조정(Reconciliation) 알고리즘을 생각해보세요.,key를 통해 React는 리스트에서 각 요소의 정체성을 추적하여 최소한의 DOM 조작만 수행합니다.,key는 React의 재조정 알고리즘이 리스트의 각 요소를 식별하는 데 사용됩니다. 고유한 key를 통해 어떤 항목이 변경/추가/삭제되었는지 효율적으로 파악하여 불필요한 DOM 조작을 줄입니다. 인덱스를 key로 사용하면 재정렬 시 문제가 발생할 수 있습니다.,null,https://react.dev/learn/rendering-lists#keeping-list-items-in-order-with-key,true,0,0,2026-02-23 06:46:08.851578+00
326ce6c4-ae2c-4e64-ab0e-7fbeb546d41d,code_output,javascript,event_loop,4,다음 코드의 출력 순서는?,,"async function foo() {
  console.log('A');
  await Promise.resolve();
  console.log('B');
}
console.log('C');
foo();
console.log('D');",javascript,"[{""id"":""a"",""text"":""C, A, B, D"",""isCorrect"":false},{""id"":""b"",""text"":""C, A, D, B"",""isCorrect"":true},{""id"":""c"",""text"":""A, B, C, D"",""isCorrect"":false},{""id"":""d"",""text"":""C, D, A, B"",""isCorrect"":false}]",b,async 함수는 await를 만나기 전까지 동기적으로 실행됩니다.,await 이후의 코드는 마이크로태스크로 예약되어 현재 실행 중인 동기 코드가 모두 완료된 후 실행됩니다.,"C 출력 → foo() 호출 → A 출력(await 전까지 동기) → await에서 중단 → D 출력(동기 코드 계속) → 마이크로태스크 B 출력. 따라서 C, A, D, B 순서입니다.","// 1. console.log('C') → C
// 2. foo() 호출 → console.log('A') → A
// 3. await → foo 일시 중단, B를 마이크로태스크 큐에
// 4. console.log('D') → D
// 5. 마이크로태스크 실행 → console.log('B') → B",https://developer.mozilla.org/ko/docs/Web/JavaScript/Reference/Statements/async_function,true,0,0,2026-02-23 06:46:08.851578+00
bf4f77c4-6316-4c92-a947-56805ce64ba2,true_false,css,flexbox_grid,1,CSS Flexbox에서 flex-direction의 기본값은 'row'이다.,,null,css,"[{""id"":""true"",""text"":""참 (True)"",""isCorrect"":true},{""id"":""false"",""text"":""거짓 (False)"",""isCorrect"":false}]",true,Flexbox 컨테이너를 만들면 자식 요소들이 기본적으로 어떤 방향으로 배치되는지 생각해보세요.,display: flex를 적용하면 자식 요소들이 가로 방향으로 나란히 배치됩니다.,"flex-direction의 기본값은 'row'입니다. 주축이 수평 방향으로 설정되어 flex 아이템들이 가로로 배치됩니다. 다른 값으로는 column, row-reverse, column-reverse가 있습니다.",null,https://developer.mozilla.org/ko/docs/Web/CSS/flex-direction,true,0,0,2026-02-23 06:46:09.651175+00
6a9d1829-103d-48f2-8fe1-41e6dc019fa8,multiple_choice,typescript,utility_types,4,다음 TypeScript 코드에서 UpdateUser 타입의 결과로 올바른 것은?,,"interface User {
  id: number;
  name: string;
  email: string;
}
type UpdateUser = Partial<Pick<User, 'name' | 'email'>>;",typescript,"[{""id"":""a"",""text"":""{ id?: number; name?: string; email?: string }"",""isCorrect"":false},{""id"":""b"",""text"":""{ name: string; email: string }"",""isCorrect"":false},{""id"":""c"",""text"":""{ name?: string; email?: string }"",""isCorrect"":true},{""id"":""d"",""text"":""{ name: string | undefined; email: string | undefined }"",""isCorrect"":false}]",c,유틸리티 타입의 적용 순서를 안쪽부터 바깥쪽으로 따라가세요.,"먼저 Pick으로 name, email만 선택하고, 그 결과에 Partial을 적용하면 모든 속성이 선택적이 됩니다.","Pick<User, 'name' | 'email'>은 { name: string; email: string }을 만들고, Partial은 모든 속성을 선택적(?)으로 만들어 { name?: string; email?: string }이 됩니다.","// Step 1: Pick<User, 'name' | 'email'>
// → { name: string; email: string }
// Step 2: Partial<{ name: string; email: string }>
// → { name?: string; email?: string }",https://www.typescriptlang.org/docs/handbook/utility-types.html,true,0,0,2026-02-23 06:46:08.851578+00
ad43a2d3-e140-4bd0-aa77-025eb7022c30,true_false,react,state_management,4,"React의 useState는 비동기적으로 상태를 업데이트하므로, setState 직후 변경된 상태값을 읽을 수 있다.",,null,javascript,null,false,상태 업데이트와 렌더링 시점의 관계를 생각해보세요.,setState 호출 후에도 현재 렌더링 사이클에서의 state 값은 변하지 않습니다. 다음 렌더링에서 새 값이 반영됩니다.,setState 직후 state를 읽으면 여전히 이전 값입니다. React는 배칭을 통해 다음 렌더링에서 새 값을 반영합니다. 업데이트 직후 값이 필요하면 useEffect를 사용하세요.,"const [count, setCount] = useState(0);
const handleClick = () => {
  setCount(1);
  console.log(count); // 여전히 0
};
// 다음 렌더링에서 count는 1이 됨",https://react.dev/learn/state-as-a-snapshot,true,0,0,2026-02-23 06:46:08.851578+00
a5f9e59a-0e31-4a59-9f16-ec1e540006d9,multiple_choice,typescript,type_guards,5,다음 중 TypeScript에서 사용자 정의 타입 가드(User-Defined Type Guard)의 올바른 구현은?,,null,typescript,"[{""id"":""a"",""text"":""function isString(val: unknown): boolean { return typeof val === 'string'; }"",""isCorrect"":false},{""id"":""b"",""text"":""function isString(val: unknown): val is string { return typeof val === 'string'; }"",""isCorrect"":true},{""id"":""c"",""text"":""function isString(val: unknown): asserts string { return typeof val === 'string'; }"",""isCorrect"":false},{""id"":""d"",""text"":""function isString<T = string>(val: T): T { return val; }"",""isCorrect"":false}]",b,'val is Type' 구문의 역할을 생각해보세요.,타입 가드의 반환 타입에 'parameterName is Type' 형태의 타입 술어를 사용하면 조건문 안에서 자동 타입 좁히기가 됩니다.,사용자 정의 타입 가드는 반환 타입으로 'val is string' 같은 타입 술어(type predicate)를 사용합니다. boolean만 반환하면 if문 내에서 타입이 좁혀지지 않습니다.,"function isString(val: unknown): val is string {
  return typeof val === 'string';
}

const value: unknown = 'hello';
if (isString(value)) {
  value.toUpperCase(); // OK: value는 string으로 좁혀짐
}",https://www.typescriptlang.org/docs/handbook/2/narrowing.html#using-type-predicates,true,0,0,2026-02-23 06:46:08.851578+00
c29e41d4-5cab-4ec3-9e1d-5296fbeb4da7,multiple_choice,react,patterns,5,React에서 Compound Component 패턴의 주요 이점은?,,"<Select>
  <Select.Trigger>선택하세요</Select.Trigger>
  <Select.Options>
    <Select.Option value=""a"">옵션 A</Select.Option>
    <Select.Option value=""b"">옵션 B</Select.Option>
  </Select.Options>
</Select>",javascript,"[{""id"":""a"",""text"":""번들 크기를 줄이기 위한 패턴이다"",""isCorrect"":false},{""id"":""b"",""text"":""암묵적으로 상태를 공유하면서 유연한 마크업 구조를 제공한다"",""isCorrect"":true},{""id"":""c"",""text"":""서버 사이드 렌더링 성능을 최적화한다"",""isCorrect"":false},{""id"":""d"",""text"":""TypeScript 타입 추론을 개선한다"",""isCorrect"":false}]",b,부모-자식 컴포넌트 간의 관계를 생각해보세요.,"Compound Component는 Context를 통해 부모의 상태를 자식들이 암묵적으로 공유하면서, 사용자가 마크업 구조를 자유롭게 구성할 수 있게 합니다.","Compound Component 패턴은 관련된 컴포넌트들이 암묵적으로 상태를 공유하면서도 사용자에게 유연한 마크업 구조를 제공합니다. HTML의 select-option 관계처럼 동작하며, Context API로 구현됩니다.",null,https://react.dev/learn/passing-data-deeply-with-context,true,0,0,2026-02-23 06:46:08.851578+00
5e0f8890-46d8-4fd7-ac47-1d668c8f3d41,true_false,typescript,generics,5,TypeScript에서 제네릭 타입 매개변수에 기본값을 지정할 수 있다.,,null,typescript,null,true,함수 매개변수에 기본값을 지정하는 것처럼 생각해보세요.,"타입 매개변수에도 = 연산자로 기본값을 지정할 수 있으며, 타입 인자를 생략하면 기본값이 사용됩니다.",TypeScript 2.3부터 제네릭 타입 매개변수에 기본값을 지정할 수 있습니다. 기본값이 있는 매개변수는 타입 인자를 생략할 수 있습니다.,"interface ApiResponse<T = unknown> {
  data: T;
  status: number;
}

const res1: ApiResponse = { data: 'hello', status: 200 };
// T = unknown
const res2: ApiResponse<string> = { data: 'hello', status: 200 };
// T = string",https://www.typescriptlang.org/docs/handbook/2/generics.html,true,0,0,2026-02-23 06:46:08.851578+00
e41f6b2c-8170-4867-9091-d6886a51e566,code_output,react,hooks,5,"다음 커스텀 훅을 사용하는 두 컴포넌트에서, A에서 increment를 호출하면 B의 count는?",,"function useCounter() {
  const [count, setCount] = useState(0);
  const increment = () => setCount(c => c + 1);
  return { count, increment };
}

function ComponentA() {
  const { count, increment } = useCounter();
  return <button onClick={increment}>A: {count}</button>;
}

function ComponentB() {
  const { count } = useCounter();
  return <div>B: {count}</div>;
}",javascript,"[{""id"":""a"",""text"":""B의 count도 1 증가한다"",""isCorrect"":false},{""id"":""b"",""text"":""B의 count는 0으로 유지된다"",""isCorrect"":true},{""id"":""c"",""text"":""에러가 발생한다"",""isCorrect"":false},{""id"":""d"",""text"":""B의 count는 undefined가 된다"",""isCorrect"":false}]",b,커스텀 훅의 상태가 공유되는지 생각해보세요.,각 컴포넌트에서 훅을 호출하면 독립적인 상태 인스턴스가 생성됩니다.,커스텀 훅은 로직을 재사용하지만 상태를 공유하지 않습니다. 각 컴포넌트에서 useCounter()를 호출하면 독립적인 useState가 생성됩니다. 상태를 공유하려면 Context나 외부 상태 관리를 사용해야 합니다.,"// 상태를 공유하려면 Context 사용
const CounterContext = createContext();
function CounterProvider({ children }) {
  const counter = useCounter();
  return <CounterContext.Provider value={counter}>{children}</CounterContext.Provider>;
}",https://react.dev/learn/reusing-logic-with-custom-hooks,true,0,0,2026-02-23 06:46:09.420627+00
d318563c-8e04-4c7c-b545-f2b54a1e6f29,multiple_choice,javascript,dom,5,이벤트 위임(Event Delegation)의 원리에 대해 올바른 설명은?,,null,javascript,"[{""id"":""a"",""text"":""각 자식 요소에 개별적으로 이벤트 리스너를 등록하는 방식이다"",""isCorrect"":false},{""id"":""b"",""text"":""이벤트 캡처링을 활용하여 자식 요소의 이벤트를 처리하는 방식이다"",""isCorrect"":false},{""id"":""c"",""text"":""이벤트 버블링을 활용하여 부모 요소에서 자식 요소의 이벤트를 처리하는 방식이다"",""isCorrect"":true},{""id"":""d"",""text"":""이벤트를 비동기적으로 처리하여 성능을 개선하는 방식이다"",""isCorrect"":false}]",c,이벤트 버블링이 핵심입니다.,"자식 요소에서 발생한 이벤트가 부모로 전파되는 특성을 이용하여, 부모에 하나의 리스너만 등록합니다.",이벤트 위임은 이벤트 버블링을 활용합니다. 부모 요소에 하나의 이벤트 리스너를 등록하고 event.target으로 실제 이벤트 발생 요소를 확인합니다. 동적 요소에도 자동 적용되며 메모리 효율적입니다.,"// 1000개의 li에 개별 리스너 대신 ul에 하나만 등록
document.querySelector('ul').addEventListener('click', (e) => {
  if (e.target.tagName === 'LI') {
    console.log(e.target.textContent);
  }
});",https://developer.mozilla.org/ko/docs/Learn/JavaScript/Building_blocks/Events#event_delegation,true,0,0,2026-02-23 06:46:09.420627+00
a093d9cc-3d33-4286-8088-5ecf16c9e9af,code_output,typescript,utility_types,6,다음 TypeScript 코드에서 컴파일 에러가 발생하는 줄은?,,"type ReadonlyUser = Readonly<{ name: string; address: { city: string } }>;
const user: ReadonlyUser = { name: 'Kim', address: { city: 'Seoul' } };

user.name = 'Lee';           // 줄 A
user.address.city = 'Busan'; // 줄 B
user.address = { city: 'Busan' }; // 줄 C",typescript,"[{""id"":""a"",""text"":""줄 A만 에러"",""isCorrect"":false},{""id"":""b"",""text"":""줄 A와 줄 C만 에러"",""isCorrect"":true},{""id"":""c"",""text"":""줄 A, B, C 모두 에러"",""isCorrect"":false},{""id"":""d"",""text"":""줄 A와 줄 B만 에러"",""isCorrect"":false}]",b,Readonly는 얕은(shallow) 읽기 전용입니다.,Readonly는 최상위 프로퍼티만 readonly로 만듭니다. 중첩 객체의 프로퍼티는 변경 가능합니다.,Readonly는 얕은(shallow) 읽기 전용입니다. user.name(줄 A)과 user.address(줄 C)는 최상위 프로퍼티이므로 에러입니다. 하지만 user.address.city(줄 B)는 중첩 객체의 프로퍼티이므로 변경 가능합니다.,"// 깊은 Readonly가 필요하면 재귀적 타입 정의
type DeepReadonly<T> = {
  readonly [K in keyof T]: T[K] extends object
    ? DeepReadonly<T[K]>
    : T[K];
};",https://www.typescriptlang.org/docs/handbook/utility-types.html#readonlytype,true,0,0,2026-02-23 06:46:09.420627+00
f842ecd2-47c5-4480-b1f5-83141eea9b2f,multiple_choice,react,performance,6,다음 중 React에서 불필요한 리렌더링을 일으킬 수 있는 안티패턴은?,,null,javascript,"[{""id"":""a"",""text"":""useCallback으로 이벤트 핸들러를 메모이제이션하는 것"",""isCorrect"":false},{""id"":""b"",""text"":""컴포넌트 내부에서 매 렌더마다 새 객체를 인라인으로 생성하여 prop으로 전달하는 것"",""isCorrect"":true},{""id"":""c"",""text"":""상태를 필요한 컴포넌트에 가깝게 배치하는 것"",""isCorrect"":false},{""id"":""d"",""text"":""React.memo로 자식 컴포넌트를 감싸는 것"",""isCorrect"":false}]",b,참조 동일성(referential equality)과 React.memo의 관계를 생각해보세요.,매 렌더마다 새 객체를 생성하면 참조가 달라져 React.memo의 얕은 비교가 항상 false를 반환합니다.,컴포넌트 내부에서 인라인으로 객체({ style: {} })나 배열을 생성하면 매 렌더마다 새 참조가 생성됩니다. React.memo로 감싼 자식도 props 참조가 매번 달라져 리렌더링됩니다. useMemo로 객체를 메모이제이션하세요.,"// 안티패턴
<Child style={{ color: 'red' }} /> // 매번 새 객체

// 해결: useMemo 사용
const style = useMemo(() => ({ color: 'red' }), []);
<Child style={style} />",https://react.dev/reference/react/useMemo,true,0,0,2026-02-23 06:46:09.420627+00
27c389df-da90-4a5c-8e85-b30198fb30c0,true_false,javascript,async,6,Promise.all()은 전달된 프로미스 중 하나라도 reject되면 나머지 프로미스의 실행을 즉시 중단(cancel)한다.,,null,javascript,null,false,Promise는 한번 시작되면 취소할 수 있을까요?,"Promise.all은 하나가 reject되면 전체 결과를 reject하지만, 이미 시작된 다른 Promise는 계속 실행됩니다.","Promise.all()에서 하나가 reject되면 결과 Promise가 즉시 reject되지만, 나머지 Promise의 실행을 취소하지는 않습니다. JavaScript의 Promise는 취소 기능이 없으므로 이미 시작된 작업은 계속 실행됩니다. 각 결과가 필요하면 Promise.allSettled()를 사용하세요.","// Promise.allSettled는 모든 Promise 완료를 기다림
const results = await Promise.allSettled([
  fetch('/api/a'),
  fetch('/api/b'),
]);
// [{ status: 'fulfilled', value: ... },
//  { status: 'rejected', reason: ... }]",https://developer.mozilla.org/ko/docs/Web/JavaScript/Reference/Global_Objects/Promise/all,true,0,0,2026-02-23 06:46:09.420627+00
7c62df9b-3767-4bd9-838a-bd7110b0ac2d,true_false,javascript,prototype,2,참/거짓: 모든 JavaScript 함수는 prototype 프로퍼티를 가집니다.,,null,javascript,null,false,화살표 함수를 생각해보세요.,화살표 함수는 prototype 프로퍼티를 갖지 않아 생성자로 사용할 수 없습니다.,"거짓입니다. 일반 함수(function 키워드)는 prototype 프로퍼티를 가지지만, 화살표 함수(arrow function)는 prototype 프로퍼티가 없습니다. 따라서 화살표 함수는 new 연산자와 함께 생성자로 사용할 수 없습니다.","function Regular() {}
console.log(Regular.prototype); // {constructor: f}

const Arrow = () => {};
console.log(Arrow.prototype); // undefined
// new Arrow(); // TypeError: Arrow is not a constructor",https://developer.mozilla.org/ko/docs/Web/JavaScript/Reference/Functions/Arrow_functions,true,0,0,2026-02-23 06:46:09.420627+00
